"model","chunk_words","overlap_words","k","split","embedding_dimension","model_context_tokens","index_chunks","document_embedding_seconds","query_embedding_seconds","retrieval_ms_per_question","questions","recall_at_k","recall_ci_low","recall_ci_high","page_recall_at_k","mrr_at_k","context_truncation_risk"
"embeddinggemma","200","50","3","test","768","2048","381","79.466947","2.780771","0.006798","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","1.0","0.788888888888889","False"
"embeddinggemma","200","50","5","test","768","2048","381","79.466947","2.780771","0.006798","15","1.0","0.7961107336956521","1.0","1.0","0.8022222222222222","False"
"embeddinggemma","200","50","10","test","768","2048","381","79.466947","2.780771","0.006798","15","1.0","0.7961107336956521","1.0","1.0","0.8022222222222222","False"
"embeddinggemma","200","100","1","test","768","2048","570","115.673179","2.780771","0.009083","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.8666666666666667","0.7333333333333333","False"
"embeddinggemma","200","100","3","test","768","2048","570","115.673179","2.780771","0.009083","15","1.0","0.7961107336956521","1.0","1.0","0.8666666666666667","False"
"embeddinggemma","200","100","5","test","768","2048","570","115.673179","2.780771","0.009083","15","1.0","0.7961107336956521","1.0","1.0","0.8666666666666667","False"
"embeddinggemma","200","100","10","test","768","2048","570","115.673179","2.780771","0.009083","15","1.0","0.7961107336956521","1.0","1.0","0.8666666666666667","False"
"embeddinggemma","400","0","1","test","768","2048","143","85.532502","2.780771","0.003728","15","0.6","0.357464427565077","0.8017577191740534","0.7333333333333333","0.6","False"
"embeddinggemma","400","0","3","test","768","2048","143","85.532502","2.780771","0.003728","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","1.0","0.7333333333333333","False"
"embeddinggemma","400","0","5","test","768","2048","143","85.532502","2.780771","0.003728","15","1.0","0.7961107336956521","1.0","1.0","0.7633333333333333","False"
"embeddinggemma","400","0","10","test","768","2048","143","85.532502","2.780771","0.003728","15","1.0","0.7961107336956521","1.0","1.0","0.7633333333333333","False"
"embeddinggemma","400","50","1","test","768","2048","163","61.156981","2.780771","0.004945","15","0.6666666666666666","0.41713125151212976","0.8482389930530876","0.7333333333333333","0.6666666666666666","False"
"embeddinggemma","400","50","3","test","768","2048","163","61.156981","2.780771","0.004945","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.8666666666666667","0.7555555555555556","False"
"embeddinggemma","400","50","5","test","768","2048","163","61.156981","2.780771","0.004945","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7688888888888888","False"
"embeddinggemma","400","50","10","test","768","2048","163","61.156981","2.780771","0.004945","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7688888888888888","False"
"embeddinggemma","400","100","1","test","768","2048","190","74.482907","2.780771","0.004191","15","0.5333333333333333","0.3011663015105079","0.7519077474025355","0.6666666666666666","0.5333333333333333","False"
"embeddinggemma","400","100","3","test","768","2048","190","74.482907","2.780771","0.004191","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.7333333333333333","0.611111111111111","False"
"embeddinggemma","400","100","5","test","768","2048","190","74.482907","2.780771","0.004191","15","0.8","0.5481406466534955","0.9295257935638959","0.8666666666666667","0.6244444444444445","False"
"embeddinggemma","400","100","10","test","768","2048","190","74.482907","2.780771","0.004191","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.6466666666666666","False"
"embeddinggemma","800","0","1","test","768","2048","72","60.168789","2.780771","0.002462","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.7333333333333333","0.7333333333333333","False"
"embeddinggemma","800","0","3","test","768","2048","72","60.168789","2.780771","0.002462","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.8222222222222222","False"
"embeddinggemma","800","0","5","test","768","2048","72","60.168789","2.780771","0.002462","15","1.0","0.7961107336956521","1.0","1.0","0.8388888888888888","False"
"embeddinggemma","800","0","10","test","768","2048","72","60.168789","2.780771","0.002462","15","1.0","0.7961107336956521","1.0","1.0","0.8388888888888888","False"
"embeddinggemma","800","50","1","test","768","2048","77","62.272655","2.780771","0.002407","15","0.6","0.357464427565077","0.8017577191740534","0.8","0.6","False"
"embeddinggemma","800","50","3","test","768","2048","77","62.272655","2.780771","0.002407","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.711111111111111","False"
"embeddinggemma","800","50","5","test","768","2048","77","62.272655","2.780771","0.002407","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.711111111111111","False"
"embeddinggemma","800","50","10","test","768","2048","77","62.272655","2.780771","0.002407","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","1.0","0.7222222222222221","False"
"embeddinggemma","800","100","1","test","768","2048","82","65.860593","2.780771","0.002484","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.7333333333333333","0.7333333333333333","False"
"embeddinggemma","800","100","3","test","768","2048","82","65.860593","2.780771","0.002484","15","0.8","0.5481406466534955","0.9295257935638959","0.8666666666666667","0.7555555555555554","False"
"embeddinggemma","800","100","5","test","768","2048","82","65.860593","2.780771","0.002484","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.7722222222222221","False"
"embeddinggemma","800","100","10","test","768","2048","82","65.860593","2.780771","0.002484","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.7722222222222221","False"
"mxbai-embed-large","200","0","1","test","1024","512","286","130.827152","2.672203","0.006226","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.8666666666666667","0.7333333333333333","False"
"mxbai-embed-large","200","0","3","test","1024","512","286","130.827152","2.672203","0.006226","15","0.8","0.5481406466534955","0.9295257935638959","1.0","0.7666666666666667","False"
"mxbai-embed-large","200","0","5","test","1024","512","286","130.827152","2.672203","0.006226","15","0.8","0.5481406466534955","0.9295257935638959","1.0","0.7666666666666667","False"
"mxbai-embed-large","200","0","10","test","1024","512","286","130.827152","2.672203","0.006226","15","0.8","0.5481406466534955","0.9295257935638959","1.0","0.7666666666666667","False"
"mxbai-embed-large","200","50","1","test","1024","512","381","192.407657","2.672203","0.009057","15","0.6666666666666666","0.41713125151212976","0.8482389930530876","0.7333333333333333","0.6666666666666666","False"
"mxbai-embed-large","200","50","3","test","1024","512","381","192.407657","2.672203","0.009057","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.7666666666666667","False"
"mxbai-embed-large","200","50","5","test","1024","512","381","192.407657","2.672203","0.009057","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","1.0","0.7666666666666667","False"
"mxbai-embed-large","200","50","10","test","1024","512","381","192.407657","2.672203","0.009057","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","1.0","0.7666666666666667","False"
"mxbai-embed-large","200","100","1","test","1024","512","570","263.283603","2.672203","0.011852","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.8","0.7333333333333333","False"
"mxbai-embed-large","200","100","3","test","1024","512","570","263.283603","2.672203","0.011852","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.8","False"
"mxbai-embed-large","200","100","5","test","1024","512","570","263.283603","2.672203","0.011852","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","1.0","0.8","False"
"mxbai-embed-large","200","100","10","test","1024","512","570","263.283603","2.672203","0.011852","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","1.0","0.8066666666666666","False"
"mxbai-embed-large","400","0","1","test","1024","512","143","106.744746","2.672203","0.004348","15","0.4666666666666667","0.24809225259746442","0.6988336984894921","0.5333333333333333","0.4666666666666667","True"
"mxbai-embed-large","400","0","3","test","1024","512","143","106.744746","2.672203","0.004348","15","0.8","0.5481406466534955","0.9295257935638959","0.8","0.611111111111111","True"
"mxbai-embed-large","400","0","5","test","1024","512","143","106.744746","2.672203","0.004348","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.6444444444444444","True"
"mxbai-embed-large","400","0","10","test","1024","512","143","106.744746","2.672203","0.004348","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.6444444444444444","True"
"mxbai-embed-large","400","50","1","test","1024","512","163","122.730903","2.672203","0.004507","15","0.6666666666666666","0.41713125151212976","0.8482389930530876","0.8","0.6666666666666666","True"
"mxbai-embed-large","400","50","3","test","1024","512","163","122.730903","2.672203","0.004507","15","0.8","0.5481406466534955","0.9295257935638959","0.8666666666666667","0.7333333333333333","True"
"mxbai-embed-large","400","50","5","test","1024","512","163","122.730903","2.672203","0.004507","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.8666666666666667","0.75","True"
"mxbai-embed-large","400","50","10","test","1024","512","163","122.730903","2.672203","0.004507","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7583333333333333","True"
"mxbai-embed-large","400","100","1","test","1024","512","190","140.908461","2.672203","0.004704","15","0.6","0.357464427565077","0.8017577191740534","0.6666666666666666","0.6","True"
"mxbai-embed-large","400","100","3","test","1024","512","190","140.908461","2.672203","0.004704","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.8666666666666667","0.7","True"
"mxbai-embed-large","400","100","5","test","1024","512","190","140.908461","2.672203","0.004704","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7166666666666667","True"
"mxbai-embed-large","400","100","10","test","1024","512","190","140.908461","2.672203","0.004704","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7166666666666667","True"
"mxbai-embed-large","800","0","1","test","1024","512","72","53.590038","2.672203","0.00246","15","0.3333333333333333","0.15176100694691236","0.5828687484878701","0.4","0.3333333333333333","True"
"mxbai-embed-large","800","0","3","test","1024","512","72","53.590038","2.672203","0.00246","15","0.6","0.357464427565077","0.8017577191740534","0.7333333333333333","0.4444444444444444","True"
"mxbai-embed-large","800","0","5","test","1024","512","72","53.590038","2.672203","0.00246","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.7333333333333333","0.4744444444444445","True"
"mxbai-embed-large","800","0","10","test","1024","512","72","53.590038","2.672203","0.00246","15","1.0","0.7961107336956521","1.0","1.0","0.5116666666666666","True"
"mxbai-embed-large","800","50","1","test","1024","512","77","57.444439","2.672203","0.002507","15","0.5333333333333333","0.3011663015105079","0.7519077474025355","0.6","0.5333333333333333","True"
"mxbai-embed-large","800","50","3","test","1024","512","77","57.444439","2.672203","0.002507","15","0.6","0.357464427565077","0.8017577191740534","0.6666666666666666","0.5666666666666667","True"
"mxbai-embed-large","800","50","5","test","1024","512","77","57.444439","2.672203","0.002507","15","0.6","0.357464427565077","0.8017577191740534","0.6666666666666666","0.5666666666666667","True"
"mxbai-embed-large","800","50","10","test","1024","512","77","57.444439","2.672203","0.002507","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.8666666666666667","0.5824074074074074","True"
"mxbai-embed-large","800","100","1","test","1024","512","82","59.895225","2.672203","0.002596","15","0.6","0.357464427565077","0.8017577191740534","0.6666666666666666","0.6","True"
"mxbai-embed-large","800","100","3","test","1024","512","82","59.895225","2.672203","0.002596","15","0.6","0.357464427565077","0.8017577191740534","0.7333333333333333","0.6","True"
"mxbai-embed-large","800","100","5","test","1024","512","82","59.895225","2.672203","0.002596","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.8","0.6333333333333333","True"
"mxbai-embed-large","800","100","10","test","1024","512","82","59.895225","2.672203","0.002596","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","1.0","0.6555555555555556","True"
"nomic-embed-text","200","0","1","test","768","2048","286","52.575087","1.063581","0.00585","15","0.6","0.357464427565077","0.8017577191740534","0.7333333333333333","0.6","False"
"nomic-embed-text","200","0","3","test","768","2048","286","52.575087","1.063581","0.00585","15","0.8","0.5481406466534955","0.9295257935638959","0.9333333333333333","0.6888888888888889","False"
"nomic-embed-text","200","0","5","test","768","2048","286","52.575087","1.063581","0.00585","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.7055555555555556","False"
"nomic-embed-text","200","0","10","test","768","2048","286","52.575087","1.063581","0.00585","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","1.0","0.7055555555555556","False"
"nomic-embed-text","200","50","1","test","768","2048","381","70.54064","1.063581","0.006473","15","0.6","0.357464427565077","0.8017577191740534","0.8","0.6","False"
"nomic-embed-text","200","50","3","test","768","2048","381","70.54064","1.063581","0.006473","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.8666666666666667","0.711111111111111","False"
"nomic-embed-text","200","50","5","test","768","2048","381","70.54064","1.063581","0.006473","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7244444444444444","False"
"nomic-embed-text","200","50","10","test","768","2048","381","70.54064","1.063581","0.006473","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","1.0","0.7244444444444444","False"
"nomic-embed-text","200","100","1","test","768","2048","570","132.047761","1.063581","0.011241","15","0.6","0.357464427565077","0.8017577191740534","0.7333333333333333","0.6","False"
"nomic-embed-text","200","100","3","test","768","2048","570","132.047761","1.063581","0.011241","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7666666666666667","False"
"nomic-embed-text","200","100","5","test","768","2048","570","132.047761","1.063581","0.011241","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7666666666666667","False"
"nomic-embed-text","200","100","10","test","768","2048","570","132.047761","1.063581","0.011241","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7666666666666667","False"
"nomic-embed-text","400","0","1","test","768","2048","143","57.615635","1.063581","0.003795","15","0.5333333333333333","0.3011663015105079","0.7519077474025355","0.6666666666666666","0.5333333333333333","False"
"nomic-embed-text","400","0","3","test","768","2048","143","57.615635","1.063581","0.003795","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7111111111111111","False"
"nomic-embed-text","400","0","5","test","768","2048","143","57.615635","1.063581","0.003795","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.7111111111111111","False"
"nomic-embed-text","400","0","10","test","768","2048","143","57.615635","1.063581","0.003795","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","1.0","0.7111111111111111","False"
"nomic-embed-text","400","50","1","test","768","2048","163","65.928541","1.063581","0.00352","15","0.4666666666666667","0.24809225259746442","0.6988336984894921","0.8666666666666667","0.4666666666666667","False"
"nomic-embed-text","400","50","3","test","768","2048","163","65.928541","1.063581","0.00352","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.6888888888888888","False"
"nomic-embed-text","400","50","5","test","768","2048","163","65.928541","1.063581","0.00352","15","1.0","0.7961107336956521","1.0","1.0","0.7022222222222222","False"
"nomic-embed-text","400","50","10","test","768","2048","163","65.928541","1.063581","0.00352","15","1.0","0.7961107336956521","1.0","1.0","0.7022222222222222","False"
"nomic-embed-text","400","100","1","test","768","2048","190","75.92476","1.063581","0.004068","15","0.5333333333333333","0.3011663015105079","0.7519077474025355","0.6666666666666666","0.5333333333333333","False"
"nomic-embed-text","400","100","3","test","768","2048","190","75.92476","1.063581","0.004068","15","0.7333333333333333","0.4804911034231324","0.8910272389681718","0.8","0.6222222222222222","False"
"nomic-embed-text","400","100","5","test","768","2048","190","75.92476","1.063581","0.004068","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.648888888888889","False"
"nomic-embed-text","400","100","10","test","768","2048","190","75.92476","1.063581","0.004068","15","1.0","0.7961107336956521","1.0","1.0","0.6667460317460318","False"
"nomic-embed-text","800","0","1","test","768","2048","72","77.380136","1.063581","0.003123","15","0.4666666666666667","0.24809225259746442","0.6988336984894921","0.5333333333333333","0.4666666666666667","False"
"nomic-embed-text","800","0","3","test","768","2048","72","77.380136","1.063581","0.003123","15","0.8","0.5481406466534955","0.9295257935638959","0.8666666666666667","0.6222222222222221","False"
"nomic-embed-text","800","0","5","test","768","2048","72","77.380136","1.063581","0.003123","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","0.9333333333333333","0.6555555555555554","False"
"nomic-embed-text","800","0","10","test","768","2048","72","77.380136","1.063581","0.003123","15","1.0","0.7961107336956521","1.0","1.0","0.6666666666666666","False"
"nomic-embed-text","800","50","1","test","768","2048","77","68.411336","1.063581","0.00219","15","0.5333333333333333","0.3011663015105079","0.7519077474025355","0.6666666666666666","0.5333333333333333","False"
"nomic-embed-text","800","50","3","test","768","2048","77","68.411336","1.063581","0.00219","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.7","False"
"nomic-embed-text","800","50","5","test","768","2048","77","68.411336","1.063581","0.00219","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.7","False"
"nomic-embed-text","800","50","10","test","768","2048","77","68.411336","1.063581","0.00219","15","1.0","0.7961107336956521","1.0","1.0","0.7133333333333333","False"
"nomic-embed-text","800","100","1","test","768","2048","82","90.703041","1.063581","0.002391","15","0.4666666666666667","0.24809225259746442","0.6988336984894921","0.6","0.4666666666666667","False"
"nomic-embed-text","800","100","3","test","768","2048","82","90.703041","1.063581","0.002391","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.6444444444444444","False"
"nomic-embed-text","800","100","5","test","768","2048","82","90.703041","1.063581","0.002391","15","0.8666666666666667","0.6211750079348376","0.9626395301086407","0.9333333333333333","0.6444444444444444","False"
"nomic-embed-text","800","100","10","test","768","2048","82","90.703041","1.063581","0.002391","15","0.9333333333333333","0.7018292244757601","0.9881334113938051","1.0","0.6555555555555554","False"
